Year,Quarter,LGA (Local Government Areas),Dwelling Types,Bedroom Numbers,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2018,4,Woollahra,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,4,Woollahra,House,Not Specified,-,-,-,-,52.00,-,-,-,-
2018,4,Woollahra,House,2 Bedrooms,704,845,1075,s,183.00,2.42%,-5.85%,-11.76%,15.38%
2018,4,Woollahra,House,3 Bedrooms,1098,1300,1675,51.00,304.00,13.04%,-3.70%,-7.27%,10.87%
2018,4,Woollahra,House,4 or more Bedrooms,1813,2500,3000,51.00,316.00,17.23%,0.00%,21.43%,15.91%
2018,4,Woollahra,Other,Total,500,680,1000,47.00,1169.00,-20.00%,-14.47%,27.03%,-30.88%
2018,4,Woollahra,Other,Bedsitter,-,-,-,-,52.00,-,-,-,-
2018,4,Woollahra,Other,1 Bedroom,-,-,-,-,137.00,-,-,-,-
2018,4,Woollahra,Other,Not Specified,606,718,1050,s,471.00,-26.41%,-9.18%,150.00%,42.86%
2018,4,Woollahra,Other,2 Bedrooms,-,-,-,-,327.00,-,-,-,-
2018,4,Woollahra,Other,3 Bedrooms,-,-,-,-,125.00,-,-,-,-
2018,4,Woollahra,Other,4 or more Bedrooms,-,-,-,-,57.00,-,-,-,-
2018,4,Woollahra,Townhouse,Total,876,1150,1450,70.00,769.00,-8.00%,-4.17%,27.27%,16.67%
2018,4,Woollahra,Townhouse,Bedsitter,-,-,-,-,52.00,-,-,-,-
2018,4,Woollahra,Townhouse,1 Bedroom,-,-,-,-,35.00,-,-,-,-
2018,4,Woollahra,Townhouse,Not Specified,-,-,-,-,38.00,-,-,-,-
2018,4,Woollahra,Townhouse,2 Bedrooms,820,875,1000,s,220.00,1.74%,4.17%,21.43%,13.33%
2018,4,Woollahra,Townhouse,3 Bedrooms,1100,1250,1450,35.00,378.00,-1.96%,0.00%,25.00%,25.00%
2018,4,Woollahra,Townhouse,4 or more Bedrooms,1418,1725,2200,s,98.00,15.00%,18.97%,27.27%,40.00%
2018,4,Woollahra,Flat/Unit,Total,580,700,850,578.00,5667.00,2.19%,-2.78%,-6.02%,27.59%
2018,4,Woollahra,Flat/Unit,Bedsitter,349,400,500,s,214.00,5.26%,7.38%,-11.11%,-27.27%
2018,4,Woollahra,Flat/Unit,1 Bedroom,438,520,600,155.00,1379.00,4.00%,-5.45%,-12.92%,39.64%
2018,4,Woollahra,Flat/Unit,Not Specified,415,680,950,s,367.00,5.02%,13.33%,-7.14%,-31.58%
2018,4,Woollahra,Flat/Unit,2 Bedrooms,640,720,845,319.00,2836.00,2.13%,-3.68%,1.92%,46.33%
2018,4,Woollahra,Flat/Unit,3 Bedrooms,900,1200,1500,71.00,789.00,9.09%,3.00%,-15.48%,-6.58%
2018,4,Woollahra,Flat/Unit,4 or more Bedrooms,-,-,-,-,82.00,-,-,-,-
2018,4,Total,Total,Total,440,520,630,18268.00,179325.00,-1.89%,-1.89%,-3.60%,13.61%
2018,4,Total,Total,Bedsitter,280,360,413,136.00,1082.00,8.27%,0.00%,-2.86%,58.14%
2018,4,Total,Total,1 Bedroom,390,460,510,3025.00,22529.00,-2.13%,0.00%,-7.55%,17.98%
2018,4,Total,Total,Not Specified,410,495,600,714.00,15142.00,0.51%,-1.00%,-4.80%,-22.56%
2018,4,Total,Total,2 Bedrooms,425,500,580,9161.00,86914.00,0.00%,-1.96%,-0.25%,16.46%
2018,4,Total,Total,3 Bedrooms,520,600,725,3600.00,38593.00,-3.23%,0.00%,-7.72%,12.89%
2018,4,Total,Total,4 or more Bedrooms,650,750,950,1632.00,15065.00,0.00%,0.00%,-4.17%,12.32%
2018,4,Total,House,Total,500,600,760,3662.00,36693.00,0.00%,-3.23%,-4.24%,11.51%
2018,4,Total,House,Bedsitter,350,370,450,s,74.00,-32.73%,-24.49%,8.33%,160.00%
2018,4,Total,House,1 Bedroom,315,380,460,103.00,646.00,1.33%,-5.00%,-12.71%,47.14%
2018,4,Total,House,Not Specified,495,580,693,127.00,1881.00,0.00%,-6.45%,29.59%,23.30%
2018,4,Total,House,2 Bedrooms,420,480,550,592.00,5438.00,-1.03%,-4.00%,-0.34%,18.88%
2018,4,Total,House,3 Bedrooms,500,585,690,1610.00,17822.00,-2.50%,-2.50%,-8.68%,7.05%
2018,4,Total,House,4 or more Bedrooms,650,770,1000,1217.00,10832.00,-0.65%,-2.84%,-1.78%,10.24%
2018,4,Total,Other,Total,395,480,580,1098.00,21227.00,-2.04%,-2.04%,-10.37%,-18.91%
2018,4,Total,Other,Bedsitter,150,240,340,s,275.00,0.00%,-21.31%,-22.22%,75.00%
2018,4,Total,Other,1 Bedroom,280,323,416,172.00,1987.00,-5.15%,-7.86%,-10.42%,-8.99%
2018,4,Total,Other,Not Specified,360,465,588,251.00,7884.00,-3.12%,-5.10%,-18.77%,-41.76%
2018,4,Total,Other,2 Bedrooms,410,470,530,417.00,6638.00,-1.05%,-1.05%,-0.24%,-4.58%
2018,4,Total,Other,3 Bedrooms,500,580,650,149.00,3234.00,-1.69%,0.00%,-21.99%,-26.24%
2018,4,Total,Other,4 or more Bedrooms,600,670,780,88.00,1209.00,-2.19%,-6.94%,0.00%,6.02%
2018,4,Total,Townhouse,Total,500,590,700,1297.00,14129.00,-1.67%,-1.67%,-5.67%,7.19%
2018,4,Total,Townhouse,Bedsitter,-,-,-,-,s,-,-,-,-
2018,4,Total,Townhouse,1 Bedroom,240,370,430,s,467.00,-5.13%,-18.68%,-28.57%,-34.21%
2018,4,Total,Townhouse,Not Specified,500,610,700,39.00,583.00,1.67%,10.91%,-7.14%,-4.88%
2018,4,Total,Townhouse,2 Bedrooms,440,490,550,345.00,4046.00,-2.00%,-5.77%,-10.39%,-4.70%
2018,4,Total,Townhouse,3 Bedrooms,528,595,690,608.00,6485.00,-0.83%,-0.83%,1.33%,13.43%
2018,4,Total,Townhouse,4 or more Bedrooms,650,700,823,276.00,2530.00,-1.41%,0.00%,-11.25%,20.00%
2018,4,Total,Flat/Unit,Total,425,500,590,12211.00,107276.00,-1.96%,-1.96%,-2.51%,19.34%
2018,4,Total,Flat/Unit,Bedsitter,300,380,418,98.00,715.00,8.57%,7.04%,-1.01%,48.48%
2018,4,Total,Flat/Unit,1 Bedroom,400,460,515,2725.00,19429.00,-3.16%,-2.13%,-6.90%,20.20%
2018,4,Total,Flat/Unit,Not Specified,400,470,560,297.00,4794.00,1.08%,0.00%,-1.33%,-14.41%
2018,4,Total,Flat/Unit,2 Bedrooms,425,500,590,7807.00,70792.00,-1.96%,-3.85%,0.26%,18.85%
2018,4,Total,Flat/Unit,3 Bedrooms,550,670,800,1233.00,11052.00,0.00%,3.08%,-8.46%,30.20%
2018,4,Total,Flat/Unit,4 or more Bedrooms,595,750,900,51.00,494.00,-6.25%,0.00%,-21.54%,41.67%
2018,4,Bayside,Total,Total,490,580,690,2294.00,21928.00,-3.33%,0.00%,-6.14%,23.93%
2018,4,Bayside,Total,Bedsitter,358,420,455,s,99.00,31.25%,21.74%,-11.76%,87.50%
2018,4,Bayside,Total,1 Bedroom,460,520,570,494.00,3381.00,-1.89%,-1.89%,-0.20%,38.38%
2018,4,Bayside,Total,Not Specified,478,590,715,40.00,1447.00,7.27%,13.46%,-31.03%,-54.55%
2018,4,Bayside,Total,2 Bedrooms,470,575,670,1235.00,12102.00,-2.54%,1.32%,-5.00%,23.01%
2018,4,Bayside,Total,3 Bedrooms,620,725,850,431.00,4012.00,-0.68%,3.57%,-10.21%,33.44%
2018,4,Bayside,Total,4 or more Bedrooms,700,800,998,79.00,887.00,-10.86%,-11.11%,-15.96%,11.27%
2018,4,Bayside,House,Total,580,650,780,300.00,3224.00,-2.99%,-3.35%,-3.85%,11.94%
2018,4,Bayside,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Bayside,House,1 Bedroom,-,-,-,-,73.00,-,-,-,-
2018,4,Bayside,House,Not Specified,-,-,-,-,123.00,-,-,-,-
2018,4,Bayside,House,2 Bedrooms,480,555,600,65.00,703.00,0.91%,-4.31%,4.84%,-13.33%
2018,4,Bayside,House,3 Bedrooms,600,680,760,154.00,1644.00,1.49%,0.74%,-8.88%,20.31%
2018,4,Bayside,House,4 or more Bedrooms,698,790,976,64.00,674.00,-9.46%,-9.46%,-3.03%,23.08%
2018,4,Bayside,Other,Total,450,530,663,88.00,2182.00,-3.64%,1.92%,-26.05%,-29.60%
2018,4,Bayside,Other,Bedsitter,-,-,-,-,35.00,-,-,-,-
2018,4,Bayside,Other,1 Bedroom,225,310,520,s,202.00,-17.33%,-19.48%,-37.50%,15.38%
2018,4,Bayside,Other,Not Specified,450,498,675,s,764.00,-17.08%,0.51%,-26.67%,-47.62%
2018,4,Bayside,Other,2 Bedrooms,465,530,630,31.00,795.00,-0.47%,4.43%,-38.00%,-35.42%
2018,4,Bayside,Other,3 Bedrooms,590,690,800,s,324.00,-0.72%,0.00%,41.67%,6.25%
2018,4,Bayside,Other,4 or more Bedrooms,-,-,-,-,62.00,-,-,-,-
2018,4,Bayside,Townhouse,Total,550,620,730,77.00,1163.00,-11.43%,-4.62%,-29.36%,-24.51%
2018,4,Bayside,Townhouse,Bedsitter,373,420,445,s,57.00,35.48%,3.70%,-26.67%,83.33%
2018,4,Bayside,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,4,Bayside,Townhouse,Not Specified,-,-,-,-,37.00,-,-,-,-
2018,4,Bayside,Townhouse,2 Bedrooms,530,550,600,s,413.00,-8.33%,0.00%,-6.90%,-18.18%
2018,4,Bayside,Townhouse,3 Bedrooms,600,680,760,39.00,502.00,-6.21%,-5.56%,-27.78%,-22.00%
2018,4,Bayside,Townhouse,4 or more Bedrooms,-,-,-,-,106.00,-,-,-,-
2018,4,Bayside,Flat/Unit,Total,480,560,670,1829.00,15359.00,-3.45%,0.00%,-3.94%,34.88%
2018,4,Bayside,Flat/Unit,Bedsitter,373,420,445,s,57.00,35.48%,3.70%,-26.67%,83.33%
2018,4,Bayside,Flat/Unit,1 Bedroom,470,530,570,465.00,3001.00,0.00%,-1.85%,2.20%,42.20%
2018,4,Bayside,Flat/Unit,Not Specified,480,580,610,s,523.00,16.00%,9.43%,-45.83%,-68.29%
2018,4,Bayside,Flat/Unit,2 Bedrooms,470,580,670,1112.00,10191.00,-3.33%,1.31%,-4.06%,31.13%
2018,4,Bayside,Flat/Unit,3 Bedrooms,630,800,880,221.00,1542.00,-6.98%,9.59%,-9.80%,71.32%
2018,4,Bayside,Flat/Unit,4 or more Bedrooms,-,-,-,-,45.00,-,-,-,-
2018,4,Burwood,Total,Total,470,550,650,499.00,4429.00,-3.51%,-1.79%,13.67%,20.53%
2018,4,Burwood,Total,Bedsitter,300,395,400,s,133.00,16.18%,31.67%,91.67%,64.29%
2018,4,Burwood,Total,1 Bedroom,340,450,520,93.00,613.00,-10.00%,7.14%,-4.12%,25.68%
2018,4,Burwood,Total,Not Specified,400,500,595,33.00,691.00,-8.26%,-15.61%,32.00%,-31.25%
2018,4,Burwood,Total,2 Bedrooms,500,560,650,263.00,2073.00,-2.61%,-0.88%,27.67%,28.92%
2018,4,Burwood,Total,3 Bedrooms,633,700,800,66.00,673.00,-2.78%,0.36%,-14.29%,22.22%
2018,4,Burwood,Total,4 or more Bedrooms,760,820,900,s,246.00,2.50%,-8.38%,-4.55%,5.00%
2018,4,Burwood,House,Total,595,650,780,58.00,592.00,0.00%,-8.77%,-4.92%,38.10%
2018,4,Burwood,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Burwood,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,4,Burwood,House,Not Specified,-,-,-,-,54.00,-,-,-,-
2018,4,Burwood,House,2 Bedrooms,-,-,-,-,92.00,-,-,-,-
2018,4,Burwood,House,3 Bedrooms,643,695,763,s,240.00,6.92%,-0.36%,4.35%,33.33%
2018,4,Burwood,House,4 or more Bedrooms,765,865,900,s,187.00,6.13%,-7.98%,-12.50%,-22.22%
2018,4,Burwood,Other,Total,300,500,610,41.00,808.00,-9.91%,-13.79%,46.43%,-30.51%
2018,4,Burwood,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Burwood,Other,1 Bedroom,193,200,290,s,92.00,-45.95%,-13.04%,57.14%,37.50%
2018,4,Burwood,Other,Not Specified,-,-,-,-,474.00,-,-,-,-
2018,4,Burwood,Other,2 Bedrooms,505,540,625,s,156.00,-3.57%,-4.00%,100.00%,-12.50%
2018,4,Burwood,Other,3 Bedrooms,-,-,-,-,60.00,-,-,-,-
2018,4,Burwood,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Burwood,Townhouse,Total,563,620,790,s,210.00,10.71%,3.33%,35.29%,53.33%
2018,4,Burwood,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Burwood,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,4,Burwood,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,4,Burwood,Townhouse,2 Bedrooms,-,-,-,-,83.00,-,-,-,-
2018,4,Burwood,Townhouse,3 Bedrooms,630,680,800,s,90.00,3.03%,4.62%,83.33%,1000.00%
2018,4,Burwood,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Burwood,Flat/Unit,Total,460,550,630,377.00,2819.00,0.00%,0.00%,13.21%,26.51%
2018,4,Burwood,Flat/Unit,Bedsitter,325,395,400,s,122.00,16.18%,31.67%,83.33%,57.14%
2018,4,Burwood,Flat/Unit,1 Bedroom,360,470,526,80.00,495.00,-7.84%,5.62%,-3.61%,25.00%
2018,4,Burwood,Flat/Unit,Not Specified,371,450,498,s,156.00,-13.46%,-21.05%,27.27%,-17.65%
2018,4,Burwood,Flat/Unit,2 Bedrooms,510,570,650,230.00,1742.00,-1.72%,0.88%,27.07%,34.50%
2018,4,Burwood,Flat/Unit,3 Bedrooms,645,700,790,s,283.00,-11.39%,1.45%,-35.71%,-12.90%
2018,4,Burwood,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Canada Bay,Total,Total,530,610,700,1179.00,11271.00,-4.69%,-4.69%,-11.82%,3.06%
2018,4,Canada Bay,Total,Bedsitter,-,-,-,-,36.00,-,-,-,-
2018,4,Canada Bay,Total,1 Bedroom,468,500,540,243.00,1810.00,-3.85%,-3.85%,-5.08%,8.00%
2018,4,Canada Bay,Total,Not Specified,530,570,630,s,786.00,3.64%,15.15%,66.67%,-16.67%
2018,4,Canada Bay,Total,2 Bedrooms,550,620,675,628.00,5688.00,-1.59%,-3.12%,-8.99%,8.84%
2018,4,Canada Bay,Total,3 Bedrooms,700,815,920,231.00,2443.00,4.49%,4.49%,-21.43%,-2.94%
2018,4,Canada Bay,Total,4 or more Bedrooms,850,1000,1250,44.00,508.00,11.11%,1.01%,-42.86%,-37.14%
2018,4,Canada Bay,House,Total,631,780,969,162.00,1655.00,0.00%,-1.27%,-21.36%,-18.59%
2018,4,Canada Bay,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Canada Bay,House,1 Bedroom,-,-,-,-,33.00,-,-,-,-
2018,4,Canada Bay,House,Not Specified,-,-,-,-,77.00,-,-,-,-
2018,4,Canada Bay,House,2 Bedrooms,545,610,666,40.00,303.00,-6.15%,-6.15%,14.29%,14.29%
2018,4,Canada Bay,House,3 Bedrooms,685,815,920,83.00,840.00,2.52%,3.82%,-19.42%,-15.31%
2018,4,Canada Bay,House,4 or more Bedrooms,895,1000,1250,33.00,400.00,5.26%,0.76%,-46.77%,-43.10%
2018,4,Canada Bay,Other,Total,495,550,655,61.00,939.00,-12.70%,-12.70%,-16.44%,-11.59%
2018,4,Canada Bay,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Canada Bay,Other,1 Bedroom,325,390,510,s,103.00,8.33%,-16.13%,0.00%,8.33%
2018,4,Canada Bay,Other,Not Specified,530,550,605,s,339.00,-0.90%,20.88%,10.00%,-35.29%
2018,4,Canada Bay,Other,2 Bedrooms,500,575,680,s,300.00,-8.73%,-9.45%,-10.34%,44.44%
2018,4,Canada Bay,Other,3 Bedrooms,-,-,-,-,163.00,-,-,-,-
2018,4,Canada Bay,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Canada Bay,Townhouse,Total,628,700,820,75.00,817.00,0.00%,0.00%,-15.73%,-1.32%
2018,4,Canada Bay,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Canada Bay,Townhouse,1 Bedroom,-,-,-,-,38.00,-,-,-,-
2018,4,Canada Bay,Townhouse,Not Specified,-,-,-,-,s,-,-,-,-
2018,4,Canada Bay,Townhouse,2 Bedrooms,575,630,693,31.00,400.00,-1.56%,-3.08%,-24.39%,-24.39%
2018,4,Canada Bay,Townhouse,3 Bedrooms,700,800,900,37.00,317.00,6.67%,2.89%,-5.13%,23.33%
2018,4,Canada Bay,Townhouse,4 or more Bedrooms,-,-,-,-,37.00,-,-,-,-
2018,4,Canada Bay,Flat/Unit,Total,520,590,680,881.00,7860.00,-3.28%,-1.67%,-9.08%,10.13%
2018,4,Canada Bay,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2018,4,Canada Bay,Flat/Unit,1 Bedroom,479,500,540,224.00,1636.00,-3.85%,-3.85%,-3.03%,9.80%
2018,4,Canada Bay,Flat/Unit,Not Specified,523,583,624,s,348.00,5.91%,13.11%,140.00%,0.00%
2018,4,Canada Bay,Flat/Unit,2 Bedrooms,550,620,670,531.00,4685.00,-1.59%,-1.59%,-9.23%,9.94%
2018,4,Canada Bay,Flat/Unit,3 Bedrooms,725,840,922,103.00,1123.00,6.33%,5.00%,-23.70%,11.96%
2018,4,Canada Bay,Flat/Unit,4 or more Bedrooms,-,-,-,-,43.00,-,-,-,-
2018,4,Canterbury-Bankstown,Total,Total,400,470,570,2941.00,32544.00,-2.08%,-2.08%,0.72%,13.12%
2018,4,Canterbury-Bankstown,Total,Bedsitter,250,280,340,s,222.00,-1.75%,-9.68%,-12.12%,123.08%
2018,4,Canterbury-Bankstown,Total,1 Bedroom,306,360,430,273.00,2275.00,-2.70%,2.86%,2.63%,25.81%
2018,4,Canterbury-Bankstown,Total,Not Specified,400,480,600,227.00,3757.00,2.67%,9.09%,10.19%,-3.40%
2018,4,Canterbury-Bankstown,Total,2 Bedrooms,380,420,480,1366.00,14850.00,-2.33%,-1.18%,5.89%,16.65%
2018,4,Canterbury-Bankstown,Total,3 Bedrooms,490,550,600,628.00,7543.00,0.00%,0.00%,-10.03%,5.02%
2018,4,Canterbury-Bankstown,Total,4 or more Bedrooms,610,680,758,418.00,3897.00,0.00%,0.37%,-2.11%,14.21%
2018,4,Canterbury-Bankstown,House,Total,480,550,650,890.00,8791.00,-1.79%,-3.51%,0.45%,17.88%
2018,4,Canterbury-Bankstown,House,Bedsitter,-,-,-,-,s,-,-,-,-
2018,4,Canterbury-Bankstown,House,1 Bedroom,310,370,405,s,97.00,12.12%,5.71%,76.92%,155.56%
2018,4,Canterbury-Bankstown,House,Not Specified,485,580,650,51.00,513.00,10.48%,1.75%,70.00%,27.50%
2018,4,Canterbury-Bankstown,House,2 Bedrooms,400,450,500,143.00,1313.00,0.00%,-4.76%,13.49%,27.68%
2018,4,Canterbury-Bankstown,House,3 Bedrooms,490,550,600,408.00,4511.00,0.00%,-1.79%,-8.31%,13.02%
2018,4,Canterbury-Bankstown,House,4 or more Bedrooms,600,680,780,261.00,2332.00,0.00%,4.62%,-2.61%,12.50%
2018,4,Canterbury-Bankstown,Other,Total,383,460,580,295.00,5415.00,3.37%,2.22%,-5.75%,7.27%
2018,4,Canterbury-Bankstown,Other,Bedsitter,-,-,-,-,79.00,-,-,-,-
2018,4,Canterbury-Bankstown,Other,1 Bedroom,280,315,358,34.00,396.00,5.00%,11.50%,0.00%,21.43%
2018,4,Canterbury-Bankstown,Other,Not Specified,360,460,580,85.00,2235.00,4.55%,12.20%,-19.05%,-24.78%
2018,4,Canterbury-Bankstown,Other,2 Bedrooms,400,450,500,98.00,1542.00,5.88%,4.65%,12.64%,48.48%
2018,4,Canterbury-Bankstown,Other,3 Bedrooms,490,520,630,33.00,722.00,0.97%,-3.70%,-21.43%,-8.33%
2018,4,Canterbury-Bankstown,Other,4 or more Bedrooms,625,700,750,35.00,441.00,1.45%,-2.78%,12.90%,20.69%
2018,4,Canterbury-Bankstown,Townhouse,Total,500,600,700,306.00,3334.00,0.00%,3.45%,-1.29%,6.62%
2018,4,Canterbury-Bankstown,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Canterbury-Bankstown,Townhouse,1 Bedroom,-,-,-,-,45.00,-,-,-,-
2018,4,Canterbury-Bankstown,Townhouse,Not Specified,530,670,725,s,170.00,21.82%,18.58%,109.09%,76.92%
2018,4,Canterbury-Bankstown,Townhouse,2 Bedrooms,418,450,500,64.00,768.00,-1.10%,-6.25%,-3.03%,8.47%
2018,4,Canterbury-Bankstown,Townhouse,3 Bedrooms,518,570,630,104.00,1299.00,-1.72%,1.79%,-3.70%,-6.31%
2018,4,Canterbury-Bankstown,Townhouse,4 or more Bedrooms,650,698,750,114.00,1049.00,0.00%,-0.36%,-6.56%,16.33%
2018,4,Canterbury-Bankstown,Flat/Unit,Total,366,415,474,1450.00,15004.00,-1.19%,-1.19%,2.76%,13.02%
2018,4,Canterbury-Bankstown,Flat/Unit,Bedsitter,280,290,308,s,115.00,1.75%,0.87%,7.14%,87.50%
2018,4,Canterbury-Bankstown,Flat/Unit,1 Bedroom,312,390,440,215.00,1737.00,0.00%,8.33%,-0.92%,22.86%
2018,4,Canterbury-Bankstown,Flat/Unit,Not Specified,400,430,480,68.00,839.00,0.00%,2.38%,13.33%,-1.45%
2018,4,Canterbury-Bankstown,Flat/Unit,2 Bedrooms,370,410,480,1061.00,11227.00,-2.38%,-2.38%,4.95%,13.60%
2018,4,Canterbury-Bankstown,Flat/Unit,3 Bedrooms,460,500,600,83.00,1011.00,-7.41%,-5.66%,-19.42%,-7.78%
2018,4,Canterbury-Bankstown,Flat/Unit,4 or more Bedrooms,-,-,-,-,75.00,-,-,-,-
2018,4,Cumberland,Total,Total,400,460,550,2194.00,23631.00,-3.16%,-2.13%,-2.36%,15.23%
2018,4,Cumberland,Total,Bedsitter,-,-,-,-,120.00,-,-,-,-
2018,4,Cumberland,Total,1 Bedroom,300,333,410,166.00,1434.00,-3.62%,-2.21%,1.22%,16.90%
2018,4,Cumberland,Total,Not Specified,385,440,515,95.00,1863.00,-8.33%,-8.33%,-5.94%,-9.52%
2018,4,Cumberland,Total,2 Bedrooms,390,430,490,1146.00,11170.00,-2.27%,0.00%,-2.72%,27.19%
2018,4,Cumberland,Total,3 Bedrooms,473,520,580,519.00,6647.00,0.00%,0.00%,-2.99%,-2.44%
2018,4,Cumberland,Total,4 or more Bedrooms,570,640,700,261.00,2397.00,-1.54%,-1.54%,0.77%,19.72%
2018,4,Cumberland,House,Total,450,510,600,562.00,6534.00,2.00%,0.00%,-8.02%,2.93%
2018,4,Cumberland,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Cumberland,House,1 Bedroom,260,310,350,s,93.00,0.00%,10.71%,-7.14%,85.71%
2018,4,Cumberland,House,Not Specified,446,535,600,s,327.00,9.18%,-0.93%,46.67%,46.67%
2018,4,Cumberland,House,2 Bedrooms,400,430,450,87.00,953.00,2.38%,1.78%,-18.69%,3.57%
2018,4,Cumberland,House,3 Bedrooms,451,508,560,270.00,3579.00,1.50%,1.50%,-12.62%,-7.22%
2018,4,Cumberland,House,4 or more Bedrooms,550,620,698,167.00,1578.00,-1.59%,-1.59%,1.21%,12.08%
2018,4,Cumberland,Other,Total,380,438,518,214.00,3245.00,-1.69%,-2.78%,17.58%,-19.25%
2018,4,Cumberland,Other,Bedsitter,-,-,-,-,62.00,-,-,-,-
2018,4,Cumberland,Other,1 Bedroom,263,300,335,s,283.00,-2.77%,0.00%,-9.09%,-47.37%
2018,4,Cumberland,Other,Not Specified,340,420,458,34.00,871.00,-12.50%,-12.50%,-2.86%,-30.61%
2018,4,Cumberland,Other,2 Bedrooms,380,428,483,104.00,1091.00,1.79%,-0.58%,42.47%,8.33%
2018,4,Cumberland,Other,3 Bedrooms,450,500,558,s,669.00,-9.09%,-1.96%,7.69%,-54.10%
2018,4,Cumberland,Other,4 or more Bedrooms,600,650,670,s,269.00,-1.52%,-2.26%,16.67%,55.56%
2018,4,Cumberland,Townhouse,Total,450,530,620,246.00,2543.00,-3.64%,-3.64%,4.68%,20.59%
2018,4,Cumberland,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Cumberland,Townhouse,1 Bedroom,-,-,-,-,70.00,-,-,-,-
2018,4,Cumberland,Townhouse,Not Specified,-,-,-,-,119.00,-,-,-,-
2018,4,Cumberland,Townhouse,2 Bedrooms,400,440,468,66.00,672.00,2.33%,-2.22%,22.22%,22.22%
2018,4,Cumberland,Townhouse,3 Bedrooms,500,533,580,108.00,1182.00,-0.93%,-3.18%,12.50%,20.00%
2018,4,Cumberland,Townhouse,4 or more Bedrooms,620,650,700,61.00,496.00,-2.99%,-4.41%,0.00%,27.08%
2018,4,Cumberland,Flat/Unit,Total,380,430,500,1172.00,11309.00,-4.44%,-2.27%,-3.86%,31.83%
2018,4,Cumberland,Flat/Unit,Bedsitter,-,-,-,-,50.00,-,-,-,-
2018,4,Cumberland,Flat/Unit,1 Bedroom,300,345,416,128.00,988.00,-8.00%,-9.21%,4.07%,34.74%
2018,4,Cumberland,Flat/Unit,Not Specified,373,420,480,34.00,546.00,-5.62%,-6.67%,6.25%,6.25%
2018,4,Cumberland,Flat/Unit,2 Bedrooms,380,430,500,889.00,8454.00,-4.44%,0.00%,-5.83%,33.28%
2018,4,Cumberland,Flat/Unit,3 Bedrooms,500,550,600,113.00,1217.00,-0.90%,5.26%,8.65%,25.56%
2018,4,Cumberland,Flat/Unit,4 or more Bedrooms,-,-,-,-,54.00,-,-,-,-
2018,4,Georges River,Total,Total,450,520,600,1328.00,14750.00,-1.89%,-1.89%,-1.70%,18.47%
2018,4,Georges River,Total,Bedsitter,-,-,-,-,48.00,-,-,-,-
2018,4,Georges River,Total,1 Bedroom,340,405,460,164.00,1303.00,-3.57%,3.85%,-12.77%,25.19%
2018,4,Georges River,Total,Not Specified,361,520,640,s,1390.00,8.90%,0.00%,-11.76%,-45.45%
2018,4,Georges River,Total,2 Bedrooms,440,500,550,719.00,7394.00,0.00%,1.01%,3.90%,24.39%
2018,4,Georges River,Total,3 Bedrooms,550,615,674,306.00,3558.00,-0.40%,-2.38%,-5.56%,15.47%
2018,4,Georges River,Total,4 or more Bedrooms,688,765,900,108.00,1057.00,0.66%,-4.37%,-2.70%,21.35%
2018,4,Georges River,House,Total,520,600,700,312.00,3168.00,-3.23%,-4.76%,8.33%,18.63%
2018,4,Georges River,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Georges River,House,1 Bedroom,-,-,-,-,64.00,-,-,-,-
2018,4,Georges River,House,Not Specified,-,-,-,-,147.00,-,-,-,-
2018,4,Georges River,House,2 Bedrooms,460,500,550,62.00,584.00,0.00%,-6.10%,12.73%,29.17%
2018,4,Georges River,House,3 Bedrooms,550,600,653,143.00,1579.00,-3.61%,-4.76%,2.14%,6.72%
2018,4,Georges River,House,4 or more Bedrooms,680,760,850,89.00,788.00,-1.94%,-5.00%,14.10%,27.14%
