Year,Quarter,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018.00,3.00,Blayney,Non Strata,245.00,328.00,439.00,352.00,s,0.09,0.21,-0.20,-0.25
2018.00,3.00,Bogan,Total,100.00,135.00,155.00,135.00,s,0.98,-0.10,10.00,2.67
2018.00,3.00,Bogan,Non Strata,100.00,135.00,155.00,135.00,s,0.98,-0.10,10.00,2.67
2018.00,3.00,Bourke,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Bourke,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Broken Hill,Total,85.00,152.00,195.00,144.00,73.00,0.26,0.73,0.14,0.04
2018.00,3.00,Broken Hill,Non Strata,85.00,152.00,195.00,144.00,73.00,0.26,0.73,0.14,0.04
2018.00,3.00,Byron,Total,693.00,865.00,1100.00,963.00,124.00,-0.06,0.03,-0.14,-0.23
2018.00,3.00,Byron,Non Strata,721.00,910.00,1228.00,1034.00,96.00,-0.09,-0.01,-0.09,-0.17
2018.00,3.00,Byron,Strata,586.00,708.00,828.00,721.00,s,-0.09,-0.01,-0.28,-0.39
2018.00,3.00,Cabonne,Total,234.00,344.00,604.00,431.00,36.00,0.15,0.00,-0.08,0.00
2018.00,3.00,Cabonne,Non Strata,234.00,344.00,604.00,431.00,36.00,0.15,0.00,-0.08,0.00
2018.00,3.00,Carrathool,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Carrathool,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Central Darling,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Central Darling,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Clarence Valley,Total,301.00,370.00,468.00,400.00,259.00,-0.05,-0.02,-0.04,-0.11
2018.00,3.00,Clarence Valley,Non Strata,306.00,379.00,470.00,405.00,234.00,-0.04,0.02,-0.03,-0.06
2018.00,3.00,Clarence Valley,Strata,247.00,349.00,410.00,347.00,s,0.07,-0.11,-0.17,-0.38
2018.00,3.00,Cobar,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Cobar,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Coffs Harbour,Total,410.00,497.00,621.00,522.00,328.00,0.00,0.09,-0.04,-0.14
2018.00,3.00,Coffs Harbour,Non Strata,450.00,539.00,658.00,573.00,246.00,0.02,0.05,0.01,-0.05
2018.00,3.00,Coffs Harbour,Strata,302.00,348.00,418.00,370.00,82.00,-0.03,-0.01,-0.17,-0.32
2018.00,3.00,Coolamon,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Coolamon,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Coonamble,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Coonamble,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Gundagai,Total,205.00,265.00,322.00,269.00,49.00,0.25,0.09,-0.17,0.11
2018.00,3.00,Gundagai,Non Strata,205.00,265.00,322.00,269.00,49.00,0.25,0.09,-0.17,0.11
2018.00,3.00,Cowra,Total,185.00,236.00,300.00,252.00,69.00,-0.03,0.10,0.50,0.23
2018.00,3.00,Cowra,Non Strata,189.00,241.00,300.00,253.00,68.00,-0.05,0.12,0.55,0.21
2018.00,3.00,Cowra,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Western Plains Regional,Total,281.00,358.00,450.00,368.00,218.00,0.02,0.08,0.01,-0.04
2018.00,3.00,Western Plains Regional,Non Strata,285.00,360.00,450.00,371.00,210.00,0.03,0.08,0.00,-0.03
2018.00,3.00,Western Plains Regional,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Dungog,Total,283.00,430.00,678.00,490.00,36.00,-0.04,-0.18,-0.05,-0.05
2018.00,3.00,Dungog,Non Strata,283.00,430.00,678.00,490.00,36.00,-0.04,-0.18,-0.05,-0.05
2018.00,3.00,Edward River,Total,150.00,192.00,237.00,209.00,39.00,-0.04,-0.09,-0.19,0.56
2018.00,3.00,Edward River,Non Strata,150.00,191.00,234.00,206.00,34.00,-0.02,-0.09,-0.24,0.36
2018.00,3.00,Edward River,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Eurobodalla,Total,378.00,474.00,577.00,494.00,260.00,0.04,0.09,-0.10,-0.20
2018.00,3.00,Eurobodalla,Non Strata,410.00,510.00,606.00,528.00,214.00,0.03,0.13,-0.07,-0.19
2018.00,3.00,Eurobodalla,Strata,268.00,338.00,394.00,340.00,46.00,-0.03,0.00,-0.22,-0.26
2018.00,3.00,Federation,Total,179.00,237.00,313.00,256.00,60.00,0.01,-0.15,-0.17,0.22
2018.00,3.00,Federation,Non Strata,191.00,250.00,346.00,270.00,46.00,0.05,-0.13,-0.18,0.02
2018.00,3.00,Federation,Strata,154.00,198.00,235.00,209.00,s,-0.14,-0.09,-0.13,2.50
2018.00,3.00,Forbes,Total,210.00,250.00,351.00,271.00,32.00,-0.04,-0.04,-0.20,0.19
2018.00,3.00,Forbes,Non Strata,210.00,250.00,351.00,271.00,32.00,-0.04,-0.04,-0.20,0.19
2018.00,3.00,Gilgandra,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Gilgandra,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Glen Innes Severn,Total,137.00,170.00,253.00,200.00,35.00,-0.21,-0.03,-0.03,-0.15
2018.00,3.00,Glen Innes Severn,Non Strata,137.00,170.00,253.00,200.00,35.00,-0.21,-0.03,-0.03,-0.15
2018.00,3.00,Goulburn Mulwaree,Total,374.00,437.00,569.00,472.00,134.00,-0.03,0.03,-0.03,-0.28
2018.00,3.00,Goulburn Mulwaree,Non Strata,385.00,445.00,575.00,482.00,128.00,-0.02,0.03,-0.04,-0.24
2018.00,3.00,Goulburn Mulwaree,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Greater Hume Shire,Total,140.00,190.00,350.00,243.00,37.00,0.06,-0.06,-0.03,-0.05
2018.00,3.00,Greater Hume Shire,Non Strata,140.00,190.00,350.00,243.00,37.00,0.06,-0.11,-0.03,-0.03
2018.00,3.00,Griffith,Total,258.00,330.00,416.00,346.00,102.00,0.03,0.05,0.34,0.09
2018.00,3.00,Griffith,Non Strata,259.00,330.00,418.00,347.00,100.00,0.03,0.03,0.41,0.12
2018.00,3.00,Griffith,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Gunnedah,Total,275.00,314.00,386.00,324.00,38.00,-0.08,-0.11,-0.38,-0.24
2018.00,3.00,Gunnedah,Non Strata,275.00,315.00,394.00,326.00,37.00,-0.10,-0.10,-0.36,-0.20
2018.00,3.00,Gunnedah,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Gwydir,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Gwydir,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Hay,Total,62.00,121.00,206.00,141.00,s,-0.29,-0.11,-0.06,0.00
2018.00,3.00,Hay,Non Strata,62.00,121.00,206.00,141.00,s,-0.29,-0.11,-0.06,0.00
2018.00,3.00,Hilltops,Total,216.00,252.00,347.00,290.00,78.00,-0.05,0.04,0.28,0.07
2018.00,3.00,Hilltops,Non Strata,219.00,253.00,349.00,293.00,76.00,-0.05,0.04,0.27,0.04
2018.00,3.00,Hilltops,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Inverell,Total,175.00,248.00,320.00,250.00,73.00,-0.13,0.02,0.24,0.26
2018.00,3.00,Inverell,Non Strata,174.00,249.00,323.00,250.00,72.00,-0.13,0.02,0.22,0.24
2018.00,3.00,Inverell,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Junee,Total,177.00,243.00,331.00,258.00,s,-0.17,0.06,0.28,0.21
2018.00,3.00,Junee,Non Strata,177.00,243.00,331.00,258.00,s,-0.17,0.06,0.28,0.21
2018.00,3.00,Kempsey,Total,262.00,330.00,464.00,371.00,142.00,-0.01,0.00,0.06,0.14
2018.00,3.00,Kempsey,Non Strata,260.00,346.00,469.00,369.00,126.00,0.03,-0.01,0.00,0.18
2018.00,3.00,Kempsey,Strata,279.00,303.00,329.00,388.00,s,0.21,0.16,1.00,-0.11
2018.00,3.00,Kyogle,Total,265.00,335.00,451.00,342.00,36.00,0.12,0.13,0.00,-0.05
2018.00,3.00,Kyogle,Non Strata,265.00,335.00,451.00,342.00,36.00,0.12,0.13,0.03,-0.05
2018.00,3.00,Lachlan,Total,115.00,150.00,235.00,174.00,s,0.18,0.15,-0.23,-0.19
2018.00,3.00,Lachlan,Non Strata,115.00,150.00,235.00,174.00,s,0.18,0.15,-0.23,-0.19
2018.00,3.00,Leeton,Total,167.00,201.00,334.00,248.00,52.00,-0.04,-0.22,-0.04,0.37
2018.00,3.00,Leeton,Non Strata,169.00,205.00,346.00,253.00,49.00,-0.11,-0.20,0.04,0.36
2018.00,3.00,Leeton,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Lismore,Total,320.00,394.00,468.00,412.00,202.00,-0.01,0.01,0.00,0.13
2018.00,3.00,Lismore,Non Strata,340.00,415.00,485.00,429.00,179.00,-0.03,0.05,0.02,0.10
2018.00,3.00,Lismore,Strata,242.00,278.00,313.00,279.00,s,-0.04,-0.14,-0.12,0.44
2018.00,3.00,Lithgow,Total,299.00,355.00,423.00,370.00,91.00,0.05,0.11,-0.01,0.02
2018.00,3.00,Lithgow,Non Strata,300.00,358.00,424.00,371.00,90.00,0.07,0.12,-0.01,0.03
2018.00,3.00,Lithgow,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Liverpool Plains,Total,129.00,182.00,263.00,205.00,34.00,-0.16,-0.01,0.13,0.89
2018.00,3.00,Liverpool Plains,Non Strata,129.00,182.00,263.00,205.00,34.00,-0.16,-0.01,0.13,0.89
2018.00,3.00,Lockhart,Total,95.00,210.00,254.00,178.00,s,-0.19,-0.34,0.22,0.22
2018.00,3.00,Lockhart,Non Strata,95.00,210.00,254.00,178.00,s,-0.19,-0.34,0.22,0.22
2018.00,3.00,Mid-Coast,Total,335.00,440.00,570.00,458.00,562.00,0.05,0.06,0.01,-0.12
2018.00,3.00,Mid-Coast,Non Strata,355.00,454.00,590.00,472.00,450.00,-0.01,0.05,0.03,-0.13
2018.00,3.00,Mid-Coast,Strata,284.00,368.00,492.00,400.00,112.00,0.06,0.15,-0.10,-0.10
2018.00,3.00,Mid-Western Regional,Total,293.00,380.00,450.00,378.00,133.00,0.00,0.10,0.15,-0.03
2018.00,3.00,Mid-Western Regional,Non Strata,298.00,385.00,453.00,380.00,131.00,0.02,0.10,0.14,-0.01
2018.00,3.00,Mid-Western Regional,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Moree Plains,Total,119.00,175.00,253.00,195.00,36.00,-0.24,0.34,-0.03,-0.20
2018.00,3.00,Moree Plains,Non Strata,119.00,175.00,253.00,195.00,36.00,-0.29,0.34,0.00,-0.20
2018.00,3.00,Murray River,Total,190.00,290.00,390.00,297.00,53.00,-0.13,-0.06,-0.02,0.15
2018.00,3.00,Murray River,Non Strata,189.00,320.00,420.00,313.00,42.00,-0.07,0.01,-0.16,0.00
2018.00,3.00,Murray River,Strata,190.00,232.00,258.00,233.00,s,-0.16,0.16,1.75,1.75
2018.00,3.00,Murrumbidgee,Total,117.00,150.00,182.00,198.00,s,-0.06,0.20,0.00,0.57
2018.00,3.00,Murrumbidgee,Non Strata,117.00,150.00,182.00,198.00,s,-0.06,0.20,0.00,0.57
2018.00,3.00,Muswellbrook,Total,223.00,280.00,335.00,294.00,86.00,-0.13,-0.06,0.51,0.43
2018.00,3.00,Muswellbrook,Non Strata,225.00,290.00,345.00,300.00,77.00,-0.09,-0.07,0.35,0.38
2018.00,3.00,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Nambucca,Total,311.00,390.00,490.00,406.00,79.00,-0.03,0.12,0.00,-0.04
2018.00,3.00,Nambucca,Non Strata,330.00,407.00,499.00,421.00,70.00,0.01,0.09,-0.08,-0.03
2018.00,3.00,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Narrabri,Total,180.00,295.00,383.00,304.00,35.00,0.05,0.03,-0.17,0.03
2018.00,3.00,Narrabri,Non Strata,180.00,295.00,383.00,304.00,35.00,0.05,0.03,-0.17,0.03
2018.00,3.00,Narrandera,Total,132.00,165.00,275.00,203.00,s,-0.01,0.14,0.17,0.50
2018.00,3.00,Narrandera,Non Strata,132.00,165.00,275.00,203.00,s,-0.01,0.14,0.17,0.50
2018.00,3.00,Narromine,Total,158.00,220.00,264.00,218.00,s,0.06,0.08,0.57,0.38
2018.00,3.00,Narromine,Non Strata,158.00,220.00,264.00,218.00,s,0.06,0.08,0.57,0.38
2018.00,3.00,Oberon,Total,285.00,425.00,500.00,430.00,s,0.18,-0.18,0.00,0.05
2018.00,3.00,Oberon,Non Strata,285.00,425.00,500.00,430.00,s,-0.04,-0.18,0.17,0.05
2018.00,3.00,Orange,Total,318.00,391.00,485.00,413.00,232.00,-0.01,0.05,0.00,-0.03
2018.00,3.00,Orange,Non Strata,335.00,403.00,500.00,424.00,213.00,-0.01,0.07,-0.01,-0.06
2018.00,3.00,Orange,Strata,266.00,295.00,309.00,290.00,s,0.14,0.26,0.06,0.58
2018.00,3.00,Parkes,Total,177.00,250.00,316.00,257.00,60.00,0.14,0.02,-0.06,0.58
2018.00,3.00,Parkes,Non Strata,177.00,250.00,316.00,257.00,60.00,0.16,0.02,-0.05,0.58
2018.00,3.00,Port Macquarie-Hastings,Total,420.00,513.00,634.00,536.00,397.00,0.00,-0.01,0.00,-0.12
2018.00,3.00,Port Macquarie-Hastings,Non Strata,478.00,550.00,663.00,577.00,315.00,-0.02,0.00,0.02,-0.01
2018.00,3.00,Port Macquarie-Hastings,Strata,331.00,371.00,424.00,381.00,82.00,-0.02,-0.09,-0.06,-0.38
2018.00,3.00,Queanbeyan-Palerang Regional,Total,365.00,500.00,674.00,538.00,294.00,-0.12,0.01,0.15,0.08
2018.00,3.00,Queanbeyan-Palerang Regional,Non Strata,525.00,645.00,750.00,666.00,181.00,-0.05,0.05,0.08,-0.01
2018.00,3.00,Queanbeyan-Palerang Regional,Strata,255.00,337.00,410.00,333.00,113.00,-0.02,-0.02,0.27,0.24
2018.00,3.00,Richmond Valley,Total,292.00,340.00,449.00,369.00,111.00,0.16,0.17,0.10,0.12
2018.00,3.00,Richmond Valley,Non Strata,299.00,360.00,465.00,387.00,93.00,0.23,0.24,0.08,0.11
2018.00,3.00,Richmond Valley,Strata,207.00,299.00,347.00,276.00,s,0.03,0.03,0.20,0.20
2018.00,3.00,Shoalhaven,Total,448.00,550.00,680.00,591.00,540.00,-0.03,0.06,0.00,-0.11
2018.00,3.00,Shoalhaven,Non Strata,465.00,560.00,700.00,607.00,499.00,-0.03,0.05,-0.01,-0.11
2018.00,3.00,Shoalhaven,Strata,320.00,388.00,478.00,405.00,41.00,-0.07,0.01,0.17,-0.18
2018.00,3.00,Singleton,Total,335.00,392.00,573.00,452.00,110.00,-0.01,-0.11,0.09,0.08
2018.00,3.00,Singleton,Non Strata,357.00,450.00,595.00,489.00,92.00,0.03,0.00,0.10,-0.02
2018.00,3.00,Singleton,Strata,213.00,250.00,312.00,261.00,s,-0.02,0.14,0.06,1.25
2018.00,3.00,Snowy Monaro Regional,Total,228.00,330.00,408.00,341.00,115.00,-0.07,0.10,0.03,-0.21
2018.00,3.00,Snowy Monaro Regional,Non Strata,228.00,310.00,411.00,333.00,83.00,-0.10,0.07,0.12,-0.21
2018.00,3.00,Snowy Monaro Regional,Strata,272.00,365.00,405.00,364.00,32.00,-0.03,0.17,-0.16,-0.20
2018.00,3.00,Snowy Valleys,Total,185.00,245.00,319.00,262.00,74.00,0.15,0.03,0.12,0.19
2018.00,3.00,Snowy Valleys,Non Strata,188.00,247.00,321.00,264.00,72.00,0.10,0.05,0.16,0.18
2018.00,3.00,Snowy Valleys,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Tamworth Regional,Total,270.00,340.00,440.00,367.00,271.00,-0.03,0.02,-0.02,0.05
2018.00,3.00,Tamworth Regional,Non Strata,273.00,345.00,440.00,370.00,263.00,-0.06,0.01,0.02,0.07
2018.00,3.00,Tamworth Regional,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Temora,Total,172.00,250.00,376.00,276.00,s,0.10,0.18,0.43,0.33
2018.00,3.00,Temora,Non Strata,172.00,250.00,376.00,276.00,s,0.10,0.18,0.43,0.33
2018.00,3.00,Tenterfield,Total,210.00,265.00,323.00,274.00,32.00,0.19,0.05,0.33,-0.11
2018.00,3.00,Tenterfield,Non Strata,210.00,265.00,323.00,274.00,32.00,0.19,0.05,0.33,-0.11
2018.00,3.00,Tweed,Total,440.00,580.00,710.00,599.00,481.00,0.08,0.09,-0.03,-0.04
2018.00,3.00,Tweed,Non Strata,545.00,650.00,790.00,694.00,301.00,0.01,0.05,0.07,0.03
2018.00,3.00,Tweed,Strata,350.00,415.00,546.00,440.00,180.00,0.05,0.03,-0.17,-0.14
2018.00,3.00,Upper Hunter Shire,Total,244.00,300.00,371.00,317.00,60.00,0.03,-0.04,0.13,0.15
2018.00,3.00,Upper Hunter Shire,Non Strata,253.00,305.00,394.00,320.00,58.00,0.05,-0.02,0.09,0.12
2018.00,3.00,Upper Hunter Shire,Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Upper Lachlan Shire,Total,295.00,415.00,497.00,398.00,s,0.14,0.25,-0.06,-0.19
2018.00,3.00,Upper Lachlan Shire,Non Strata,295.00,415.00,497.00,398.00,s,0.14,0.25,-0.06,-0.19
2018.00,3.00,Uralla,Total,241.00,290.00,377.00,314.00,s,0.22,-0.09,-0.40,-0.12
2018.00,3.00,Uralla,Non Strata,241.00,290.00,377.00,314.00,s,0.22,-0.09,-0.40,-0.12
2018.00,3.00,Wagga Wagga,Total,275.00,353.00,422.00,362.00,294.00,-0.02,0.02,0.08,0.05
2018.00,3.00,Wagga Wagga,Non Strata,287.00,366.00,430.00,378.00,266.00,-0.01,0.02,0.04,0.03
2018.00,3.00,Wagga Wagga,Strata,154.00,219.00,263.00,214.00,s,0.08,-0.12,0.56,0.33
2018.00,3.00,Walcha,Total,206.00,284.00,326.00,273.00,s,0.03,0.36,0.20,0.50
2018.00,3.00,Walcha,Non Strata,206.00,284.00,326.00,273.00,s,0.03,0.36,0.20,0.50
2018.00,3.00,Walgett,Total,-,-,-,-,-,-,-,-,-
2018.00,3.00,Walgett,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,3.00,Warren,Total,145.00,165.00,253.00,207.00,s,0.27,0.00,10.00,1.75
2018.00,3.00,Warren,Non Strata,145.00,165.00,253.00,207.00,s,0.27,0.00,10.00,1.75
2018.00,3.00,Warrumbungle Shire,Total,150.00,185.00,243.00,202.00,s,-0.05,-0.08,-0.25,-0.29
2018.00,3.00,Warrumbungle Shire,Non Strata,150.00,185.00,243.00,202.00,s,-0.05,-0.08,-0.25,-0.29
2018.00,3.00,Weddin,Total,148.00,171.00,250.00,198.00,s,-0.02,-0.19,0.71,0.33
2018.00,3.00,Weddin,Non Strata,148.00,171.00,250.00,198.00,s,-0.02,-0.19,0.71,0.33
2018.00,3.00,Wentworth,Total,164.00,226.00,303.00,254.00,s,-0.24,0.07,-0.31,-0.31
2018.00,3.00,Wentworth,Non Strata,164.00,226.00,303.00,254.00,s,-0.24,0.06,-0.31,-0.29
2018.00,3.00,Wingecarribee,Total,625.00,760.00,1025.00,877.00,229.00,-0.07,-0.08,-0.04,-0.23
2018.00,3.00,Wingecarribee,Non Strata,635.00,775.00,1099.00,904.00,206.00,-0.06,-0.10,-0.06,-0.23
2018.00,3.00,Wingecarribee,Strata,603.00,640.00,697.00,634.00,s,0.01,0.25,0.15,-0.30
2018.00,3.00,Yass Valley,Total,410.00,490.00,848.00,624.00,55.00,-0.20,-0.10,-0.13,-0.07
2018.00,3.00,Yass Valley,Non Strata,418.00,505.00,849.00,630.00,54.00,-0.17,-0.10,-0.14,-0.07
2018.00,3.00,Yass Valley,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Total,Total,780.00,1101.00,1654.00,1433.00,2146.00,-0.04,-0.11,-0.29,-0.30
2018.00,2.00,Total,Non Strata,1350.00,1810.00,2429.00,2182.00,678.00,-0.02,-0.18,-0.33,-0.31
2018.00,2.00,Total,Strata,699.00,883.00,1210.00,1087.00,1468.00,-0.02,-0.09,-0.27,-0.29
2018.00,2.00,Inner West,Total,740.00,1100.00,1420.00,1154.00,431.00,-0.02,-0.08,-0.28,-0.22
2018.00,2.00,Inner West,Non Strata,1190.00,1353.00,1700.00,1465.00,244.00,-0.02,-0.13,-0.28,-0.14
2018.00,2.00,Inner West,Strata,600.00,699.00,875.00,749.00,187.00,-0.06,-0.11,-0.28,-0.31
2018.00,2.00,Lane Cove,Total,675.00,968.00,1735.00,1267.00,124.00,0.10,-0.25,-0.30,-0.33
2018.00,2.00,Lane Cove,Non Strata,1776.00,2000.00,2388.00,2205.00,38.00,-0.25,-0.33,-0.30,-0.52
2018.00,2.00,Lane Cove,Strata,651.00,777.00,999.00,853.00,86.00,0.04,-0.05,-0.30,-0.20
2018.00,2.00,Mosman,Total,795.00,1478.00,2883.00,2167.00,78.00,-0.03,-0.18,-0.43,-0.34
2018.00,2.00,Mosman,Non Strata,2869.00,3603.00,4873.00,3991.00,s,-0.03,-0.01,-0.42,-0.39
2018.00,2.00,Mosman,Strata,715.00,963.00,1354.00,1145.00,50.00,0.06,-0.06,-0.43,-0.32
2018.00,2.00,North Sydney,Total,885.00,1195.00,1735.00,1368.00,232.00,-0.02,-0.02,-0.31,-0.31
2018.00,2.00,North Sydney,Non Strata,1965.00,2278.00,2629.00,2343.00,44.00,-0.01,-0.17,-0.23,-0.20
2018.00,2.00,North Sydney,Strata,808.00,1043.00,1376.00,1140.00,188.00,-0.05,-0.07,-0.33,-0.33
2018.00,2.00,Randwick,Total,814.00,1060.00,1698.00,1323.00,262.00,-0.12,-0.20,-0.21,-0.31
2018.00,2.00,Randwick,Non Strata,1585.00,1960.00,2430.00,2061.00,89.00,-0.02,-0.14,-0.37,-0.41
2018.00,2.00,Randwick,Strata,765.00,860.00,1060.00,943.00,173.00,-0.01,-0.09,-0.09,-0.24
2018.00,2.00,Sydney,Total,690.00,930.00,1300.00,1061.00,649.00,-0.06,-0.07,-0.27,-0.30
2018.00,2.00,Sydney,Non Strata,1200.00,1500.00,1843.00,1585.00,108.00,0.01,-0.13,-0.36,-0.26
2018.00,2.00,Sydney,Strata,670.00,840.00,1189.00,956.00,541.00,-0.06,-0.07,-0.24,-0.31
2018.00,2.00,Waverley,Total,930.00,1451.00,2599.00,2184.00,182.00,0.04,-0.18,-0.39,-0.39
2018.00,2.00,Waverley,Non Strata,2200.00,2620.00,3238.00,2830.00,59.00,-0.01,-0.12,-0.40,-0.49
2018.00,2.00,Waverley,Strata,778.00,1100.00,1456.00,1874.00,123.00,-0.03,-0.12,-0.38,-0.32
2018.00,2.00,Woollahra,Total,1123.00,1858.00,3213.00,2666.00,188.00,-0.02,-0.16,-0.29,-0.30
2018.00,2.00,Woollahra,Non Strata,2306.00,3960.00,5913.00,4434.00,68.00,-0.10,-0.01,-0.34,-0.35
2018.00,2.00,Woollahra,Strata,957.00,1310.00,2108.00,1664.00,120.00,0.02,-0.21,-0.26,-0.26
2018.00,2.00,Total,Total,640.00,800.00,1100.00,970.00,3098.00,-0.07,-0.08,-0.26,-0.35
2018.00,2.00,Total,Non Strata,847.00,1083.00,1525.00,1283.00,1405.00,-0.10,-0.18,-0.30,-0.29
2018.00,2.00,Total,Strata,560.00,660.00,800.00,711.00,1693.00,-0.04,-0.05,-0.23,-0.39
2018.00,2.00,Bayside,Total,630.00,750.00,988.00,834.00,363.00,-0.06,-0.10,-0.19,-0.36
2018.00,2.00,Bayside,Non Strata,970.00,1138.00,1325.00,1176.00,98.00,-0.05,-0.14,-0.36,-0.44
2018.00,2.00,Bayside,Strata,595.00,675.00,810.00,707.00,265.00,-0.03,-0.08,-0.10,-0.32
2018.00,2.00,Burwood,Total,652.00,778.00,998.00,919.00,50.00,-0.27,-0.19,-0.55,-0.34
2018.00,2.00,Burwood,Non Strata,1041.00,1249.00,1984.00,1433.00,s,-0.18,-0.26,-0.69,-0.46
2018.00,2.00,Burwood,Strata,612.00,695.00,813.00,719.00,36.00,-0.20,-0.18,-0.46,-0.28
2018.00,2.00,Canada Bay,Total,778.00,1020.00,1508.00,1171.00,176.00,-0.01,-0.09,-0.36,-0.33
2018.00,2.00,Canada Bay,Non Strata,1395.00,1688.00,1981.00,1701.00,56.00,-0.05,-0.23,-0.33,-0.33
2018.00,2.00,Canada Bay,Strata,721.00,854.00,1043.00,924.00,120.00,-0.04,-0.05,-0.38,-0.33
2018.00,2.00,Canterbury-Bankstown,Total,570.00,755.00,900.00,759.00,606.00,-0.01,-0.08,-0.19,-0.34
2018.00,2.00,Canterbury-Bankstown,Non Strata,770.00,855.00,970.00,879.00,351.00,-0.04,-0.15,-0.22,-0.30
2018.00,2.00,Canterbury-Bankstown,Strata,455.00,547.00,650.00,593.00,255.00,0.04,-0.07,-0.15,-0.38
2018.00,2.00,Cumberland,Total,550.00,670.00,784.00,673.00,327.00,-0.03,-0.01,-0.24,-0.44
2018.00,2.00,Cumberland,Non Strata,720.00,770.00,855.00,789.00,183.00,-0.04,-0.13,-0.21,-0.26
2018.00,2.00,Cumberland,Strata,461.00,538.00,591.00,527.00,144.00,-0.03,-0.08,-0.27,-0.57
2018.00,2.00,Georges River,Total,631.00,810.00,1139.00,923.00,269.00,-0.14,-0.11,-0.24,-0.30
2018.00,2.00,Georges River,Non Strata,1000.00,1200.00,1400.00,1231.00,125.00,0.00,-0.14,-0.37,-0.28
2018.00,2.00,Georges River,Strata,565.00,650.00,750.00,655.00,144.00,-0.06,-0.07,-0.09,-0.31
2018.00,2.00,Hunters Hill,Total,1780.00,2260.00,2719.00,2347.00,32.00,0.28,0.02,-0.30,-0.24
2018.00,2.00,Hunters Hill,Non Strata,2300.00,2500.00,3250.00,2769.00,s,-0.06,-0.22,-0.09,0.00
2018.00,2.00,Hunters Hill,Strata,1238.00,1620.00,2005.00,1541.00,s,0.35,0.01,-0.52,-0.48
2018.00,2.00,Ku-Ring-Gai,Total,969.00,1525.00,2055.00,1634.00,274.00,-0.09,-0.13,-0.34,-0.32
2018.00,2.00,Ku-Ring-Gai,Non Strata,1568.00,1910.00,2485.00,2065.00,168.00,-0.07,-0.09,-0.38,-0.36
2018.00,2.00,Ku-Ring-Gai,Strata,743.00,880.00,1071.00,951.00,106.00,-0.03,-0.10,-0.26,-0.26
2018.00,2.00,Parramatta,Total,610.00,754.00,957.00,815.00,470.00,-0.05,-0.06,-0.26,-0.38
2018.00,2.00,Parramatta,Non Strata,880.00,1010.00,1248.00,1068.00,191.00,-0.10,-0.19,-0.27,-0.21
2018.00,2.00,Parramatta,Strata,523.00,647.00,740.00,642.00,279.00,-0.02,-0.08,-0.26,-0.46
2018.00,2.00,Ryde,Total,655.00,895.00,1273.00,998.00,312.00,-0.08,0.05,-0.28,-0.23
2018.00,2.00,Ryde,Non Strata,1200.00,1335.00,1600.00,1428.00,117.00,-0.06,-0.25,-0.23,0.02
2018.00,2.00,Ryde,Strata,603.00,685.00,848.00,739.00,195.00,-0.04,-0.06,-0.30,-0.32
2018.00,2.00,Strathfield,Total,592.00,670.00,938.00,1128.00,71.00,-0.08,0.02,-0.31,-0.47
